,Symbol,Market,Name
227,580026,KOSPI,KB 레버리지 은 선물 ETN(H)
228,580018,KOSPI,KB 레버리지 항셍테크 선물 ETN(H)
229,71901B96,KOSPI,KB 와이즈 스타 부동산 자 2 A
230,71902B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-F
231,71903B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-I
232,580017,KOSPI,KB 인버스 2X S&P 500 선물 ETN
233,580033,KOSPI,KB 인버스 2X 구리 선물 ETN(H)
234,580023,KOSPI,KB 인버스 2X 금 선물 ETN(H)
235,580014,KOSPI,KB 인버스 2X 나스닥 100 ETN
236,580027,KOSPI,KB 인버스 2X 은 선물 ETN(H)
237,580019,KOSPI,KB 인버스 2X 항셍테크 선물 ETN
238,580031,KOSPI,KB 인버스 KOSDAQ150 선물 ETN
239,580029,KOSPI,KB 인버스 KOSPI 200 선물 ETN
240,580021,KOSPI,KB 인버스 천연가스 선물 ETN
241,580020,KOSPI,KB 천연가스 선물 ETN(H)
242,318000,KOSDAQ,KBG
243,58GQ44,KOSPI,KBGQ44기아콜
244,58GQ45,KOSPI,KBGQ45신한지주콜
245,58GT04,KOSPI,KBGT04삼성전자콜
246,58GT05,KOSPI,KBGT05삼성전자콜
247,58GW14,KOSPI,KBGW14삼성SDI콜
248,58GW15,KOSPI,KBGW15삼성전자콜
249,58GW16,KOSPI,KBGW16삼성전자풋
250,58GW17,KOSPI,KBGW17카카뱅크콜
251,58GW18,KOSPI,KBGW18포스코케콜
252,58GW19,KOSPI,KBGW19모비스콜
253,58GW20,KOSPI,KBGW20현대차콜
254,58GW21,KOSPI,KBGW21삼성전자콜
255,58GW22,KOSPI,KBGW22삼성전자콜
256,58GW23,KOSPI,KBGW23삼성전자콜
257,58GW24,KOSPI,KBGW24삼성전자콜
258,58GW25,KOSPI,KBGW25삼성전자콜
259,58GW26,KOSPI,KBGW26삼성전자풋
260,58GW27,KOSPI,KBGW27신한지주콜
261,58GW29,KOSPI,KBGW29삼성전자콜
262,58GW30,KOSPI,KBGW30삼성전자콜
263,58GW31,KOSPI,KBGW31삼성전자콜
264,58GW32,KOSPI,KBGW32삼성전자콜
265,58GW33,KOSPI,KBGW33삼성전자풋
266,58H149,KOSPI,KBH149엘지전자콜
267,58H150,KOSPI,KBH150네이버콜
268,58H153,KOSPI,KBH153SK하이닉콜
269,58H155,KOSPI,KBH155삼성SDI콜
270,58H156,KOSPI,KBH156삼성전자콜
271,58H157,KOSPI,KBH157삼성전자풋
272,58H161,KOSPI,KBH161카카오콜
273,58H163,KOSPI,KBH163카카뱅크콜
274,58H166,KOSPI,KBH166LG이노텍콜
275,58H167,KOSPI,KBH167SK하이닉콜
276,58H168,KOSPI,KBH168삼성전자콜
277,58H169,KOSPI,KBH169삼성전자콜
278,58H172,KOSPI,KBH172카카오콜
279,58H173,KOSPI,KBH173카카오콜
280,58H174,KOSPI,KBH174현대차콜
281,58H175,KOSPI,KBH175삼성전자콜
282,58H176,KOSPI,KBH176삼성전자풋
283,58H177,KOSPI,KBH177삼성전자콜
284,58H178,KOSPI,KBH178삼성전자콜
285,58H179,KOSPI,KBH179삼성전자콜
286,58H180,KOSPI,KBH180삼성전자콜
287,58H235,KOSPI,KBH235KOSPI200콜
288,58H236,KOSPI,KBH236KOSPI200콜
289,58H237,KOSPI,KBH237KOSPI200콜
290,58H238,KOSPI,KBH238KOSPI200콜
291,58H239,KOSPI,KBH239KOSPI200콜
292,58H240,KOSPI,KBH240KOSPI200콜
293,58H241,KOSPI,KBH241KOSPI200콜
294,58H242,KOSPI,KBH242KOSPI200콜
295,58H243,KOSPI,KBH243KOSPI200콜
296,58H244,KOSPI,KBH244KOSPI200콜
297,58H393,KOSPI,KBH393엘지디스콜
298,58H394,KOSPI,KBH394엘지디스콜
299,58H395,KOSPI,KBH395엘지디스풋
300,58H396,KOSPI,KBH396네이버콜
301,58H397,KOSPI,KBH397네이버콜
302,58H398,KOSPI,KBH398네이버풋
303,58H399,KOSPI,KBH399POSCO홀콜
304,58H400,KOSPI,KBH400SK바이오콜
305,58H401,KOSPI,KBH401SK하이닉콜
306,58H402,KOSPI,KBH402금호석유콜
307,58H403,KOSPI,KBH403기아콜
308,58H406,KOSPI,KBH406삼성물산콜
309,58H408,KOSPI,KBH408삼성전기콜
310,58H409,KOSPI,KBH409삼성전자콜
311,58H410,KOSPI,KBH410삼성전자콜
312,58H411,KOSPI,KBH411삼성전자콜
313,58H412,KOSPI,KBH412셀트리온콜
314,58H413,KOSPI,KBH413셀트리온콜
315,58H414,KOSPI,KBH414셀트리온풋
316,58H416,KOSPI,KBH416셀트제약콜
317,58H418,KOSPI,KBH418셀트헬스풋
318,58H419,KOSPI,KBH419아모레콜
319,58H420,KOSPI,KBH420NC소프트콜
320,58H421,KOSPI,KBH421NC소프트풋
321,58H422,KOSPI,KBH422카카오콜
322,58H423,KOSPI,KBH423카카오풋
323,58H424,KOSPI,KBH424카카뱅크콜
324,58H425,KOSPI,KBH425크래프톤콜
325,58H426,KOSPI,KBH426포스코케콜
326,58H427,KOSPI,KBH427하나금융콜
327,58H428,KOSPI,KBH428하이브콜
328,58H429,KOSPI,KBH429한화솔루콜
329,58H430,KOSPI,KBH430한화솔루콜
330,58H431,KOSPI,KBH431모비스콜
331,58H432,KOSPI,KBH432현대차콜
332,58H433,KOSPI,KBH433엘지디스콜
333,58H434,KOSPI,KBH434엘지전자콜
334,58H435,KOSPI,KBH435네이버콜
335,58H436,KOSPI,KBH436SK하이닉콜
336,58H437,KOSPI,KBH437기아콜
337,58H438,KOSPI,KBH438삼성SDI콜
338,58H439,KOSPI,KBH439삼성전자콜
339,58H440,KOSPI,KBH440삼성전자콜
340,58H441,KOSPI,KBH441삼성전자풋
341,58H442,KOSPI,KBH442셀트리온콜
342,58H444,KOSPI,KBH444신한지주콜
343,58H446,KOSPI,KBH446카카오콜
344,58H447,KOSPI,KBH447카카오콜
345,58H448,KOSPI,KBH448하나금융콜
346,58H449,KOSPI,KBH449한화솔루콜
347,58H450,KOSPI,KBH450한화솔루풋
348,58H451,KOSPI,KBH451엘지디스콜
349,58H452,KOSPI,KBH452네이버콜
350,58H453,KOSPI,KBH453SK하이닉콜
351,58H454,KOSPI,KBH454기아콜
352,58H455,KOSPI,KBH455삼성전자콜
353,58H456,KOSPI,KBH456삼성전자콜
354,58H457,KOSPI,KBH457셀트리온콜
355,58H458,KOSPI,KBH458셀트리온풋
356,58H459,KOSPI,KBH459카카오콜
357,58H460,KOSPI,KBH460카카오콜
358,58H461,KOSPI,KBH461카카오풋
359,58H462,KOSPI,KBH462SK하이닉콜
360,58H463,KOSPI,KBH463SK하이닉풋
361,58H464,KOSPI,KBH464삼성전자콜
362,58H465,KOSPI,KBH465삼성전자콜
363,58H466,KOSPI,KBH466셀트리온콜
364,58H467,KOSPI,KBH467셀트리온콜
365,58H468,KOSPI,KBH468카카오콜
366,58H469,KOSPI,KBH469카카오콜
367,58H470,KOSPI,KBH470삼성전자콜
368,58H471,KOSPI,KBH471삼성전자풋
369,58H473,KOSPI,KBH473셀트리온풋
370,58H627,KOSPI,KBH627DB하이텍콜
371,58H628,KOSPI,KBH628현대상선콜
372,58H629,KOSPI,KBH629케이티지콜
373,58H630,KOSPI,KBH630LG콜
374,58H631,KOSPI,KBH631엘지디스콜
375,58H632,KOSPI,KBH632LG생건콜
376,58H633,KOSPI,KBH633LG이노텍콜
377,58H634,KOSPI,KBH634LG화학콜
378,58H635,KOSPI,KBH635네이버콜
379,58H637,KOSPI,KBH637SK콜
380,58H638,KOSPI,KBH638SK바이오콜
381,58H639,KOSPI,KBH639SK스퀘어콜
382,58H640,KOSPI,KBH640SK아이이콜
383,58H641,KOSPI,KBH641SK이노콜
384,58H642,KOSPI,KBH642SK텔레콤콜
385,58H643,KOSPI,KBH643SK하이닉콜
386,58H644,KOSPI,KBH644고려아연콜
387,58H645,KOSPI,KBH645금호석유콜
388,58H646,KOSPI,KBH646기아콜
389,58H647,KOSPI,KBH647두산에너콜
390,58H648,KOSPI,KBH648두산퓨얼콜
391,58H649,KOSPI,KBH649삼성SDI콜
392,58H650,KOSPI,KBH650삼성SDI콜
393,58H651,KOSPI,KBH651삼성물산콜
394,58H652,KOSPI,KBH652삼성바이콜
395,58H653,KOSPI,KBH653삼성엔지콜
396,58H654,KOSPI,KBH654삼성전기콜
397,58H655,KOSPI,KBH655삼성전자콜
398,58H656,KOSPI,KBH656삼성전자콜
399,58H657,KOSPI,KBH657셀트리온콜
400,58H658,KOSPI,KBH658셀트제약콜
401,58H659,KOSPI,KBH659셀트헬스콜
402,58H660,KOSPI,KBH660신한지주콜
403,58H661,KOSPI,KBH661아모레콜
404,58H662,KOSPI,KBH662NC소프트콜
405,58H663,KOSPI,KBH663카카오콜
406,58H664,KOSPI,KBH664카카뱅크콜
407,58H665,KOSPI,KBH665카카페이콜
408,58H666,KOSPI,KBH666크래프톤콜
409,58H667,KOSPI,KBH667하나금융콜
410,58H668,KOSPI,KBH668하이브콜
411,58H669,KOSPI,KBH669한국전력콜
412,58H670,KOSPI,KBH670한화솔루콜
413,58H672,KOSPI,KBH672현대중공콜
414,58H673,KOSPI,KBH673현대차콜
415,58H674,KOSPI,KBH674호텔신라콜
416,58H675,KOSPI,KBH675LG이노텍콜
417,58H676,KOSPI,KBH676엘지전자콜
418,58H677,KOSPI,KBH677LG화학콜
419,58H679,KOSPI,KBH679SK바이오콜
420,58H680,KOSPI,KBH680SK스퀘어콜
421,58H682,KOSPI,KBH682SK하이닉콜
422,58H683,KOSPI,KBH683금호석유콜
423,58H684,KOSPI,KBH684기아콜
424,58H685,KOSPI,KBH685삼성SDI콜
425,58H686,KOSPI,KBH686삼성엔지콜
426,58H687,KOSPI,KBH687삼성전자풋
427,58H688,KOSPI,KBH688삼성전자콜
428,58H689,KOSPI,KBH689셀트리온콜
429,58H690,KOSPI,KBH690셀트제약콜
430,58H691,KOSPI,KBH691셀트헬스콜
431,58H692,KOSPI,KBH692신한지주콜
432,58H694,KOSPI,KBH694NC소프트콜
433,58H695,KOSPI,KBH695카카뱅크콜
434,58H696,KOSPI,KBH696크래프톤콜
435,58H697,KOSPI,KBH697포스코케콜
436,58H698,KOSPI,KBH698하나금융콜
437,58H699,KOSPI,KBH699하이브콜
438,58H700,KOSPI,KBH700한화솔루콜
439,58H701,KOSPI,KBH701모비스콜
440,58H702,KOSPI,KBH702현대차콜
441,58H703,KOSPI,KBH703엘지디스콜
442,58H704,KOSPI,KBH704POSCO홀콜
443,58H705,KOSPI,KBH705기아콜
444,58H706,KOSPI,KBH706삼성SDI콜
445,58H707,KOSPI,KBH707셀트리온콜
446,58H708,KOSPI,KBH708신한지주콜
447,58H709,KOSPI,KBH709카카오콜
448,58H710,KOSPI,KBH710하나금융콜
449,58H711,KOSPI,KBH711현대차콜
450,58H712,KOSPI,KBH712네이버콜
451,58H713,KOSPI,KBH713삼성바이콜
452,58H714,KOSPI,KBH714삼성전자콜
453,58H715,KOSPI,KBH715삼성전자풋
454,58H716,KOSPI,KBH716셀트리온콜
455,58H717,KOSPI,KBH717카카오콜
456,58H719,KOSPI,KBH719SK하이닉콜
457,58H720,KOSPI,KBH720삼성전자콜
458,58H756,KOSPI,KBH756KOSPI200콜
459,58H757,KOSPI,KBH757KOSPI200콜
460,58H758,KOSPI,KBH758KOSPI200콜
461,58H759,KOSPI,KBH759KOSPI200콜
462,58H760,KOSPI,KBH760KOSPI200콜
463,58H761,KOSPI,KBH761KOSPI200콜
464,58H762,KOSPI,KBH762KOSPI200콜
465,58H763,KOSPI,KBH763KOSPI200콜
466,58H764,KOSPI,KBH764KOSPI200콜
467,58H765,KOSPI,KBH765KOSPI200콜
468,58H766,KOSPI,KBH766KOSPI200콜
469,58H767,KOSPI,KBH767KOSPI200콜
470,58H768,KOSPI,KBH768KOSPI200콜
471,58H769,KOSPI,KBH769KOSPI200풋
472,58H770,KOSPI,KBH770KOSPI200풋
473,58H771,KOSPI,KBH771KOSPI200풋
474,58H772,KOSPI,KBH772KOSPI200풋
475,58H773,KOSPI,KBH773KOSPI200풋
476,58H774,KOSPI,KBH774KOSPI200풋
477,58H775,KOSPI,KBH775KOSPI200풋
478,58H776,KOSPI,KBH776KOSPI200풋
479,58H777,KOSPI,KBH777KOSPI200풋
480,58H778,KOSPI,KBH778KOSPI200풋
481,58H779,KOSPI,KBH779KOSPI200풋
482,58H780,KOSPI,KBH780KOSPI200풋
483,58H781,KOSPI,KBH781KOSPI200풋
484,58H782,KOSPI,KBH782KOSPI200풋
485,58H783,KOSPI,KBH783KOSPI200풋
486,58H784,KOSPI,KBH784KOSPI200풋
487,58H785,KOSPI,KBH785KOSPI200풋
488,58H786,KOSPI,KBH786KOSPI200풋
489,58H787,KOSPI,KBH787KOSPI200풋
490,58H788,KOSPI,KBH788KOSPI200풋
491,58H789,KOSPI,KBH789DB하이텍콜
492,58H791,KOSPI,KBH791현대상선콜
493,58H792,KOSPI,KBH792현대상선콜
494,58H793,KOSPI,KBH793엘지디스콜
495,58H794,KOSPI,KBH794엘지디스풋
496,58H795,KOSPI,KBH795LG생건콜
497,58H796,KOSPI,KBH796LG생건풋
498,58H797,KOSPI,KBH797LG에너지콜
499,58H798,KOSPI,KBH798LG에너지콜
500,58H799,KOSPI,KBH799LG에너지콜
501,58H800,KOSPI,KBH800LG에너지풋
502,58H801,KOSPI,KBH801LG이노텍콜
503,58H802,KOSPI,KBH802LG이노텍콜
504,58H803,KOSPI,KBH803LG이노텍풋
505,58H804,KOSPI,KBH804엘지전자콜
506,58H805,KOSPI,KBH805엘지전자콜
507,58H806,KOSPI,KBH806엘지전자풋
508,58H807,KOSPI,KBH807LG화학콜
509,58H808,KOSPI,KBH808LG화학콜
510,58H809,KOSPI,KBH809LG화학풋
511,58H810,KOSPI,KBH810네이버콜
512,58H811,KOSPI,KBH811네이버풋
513,58H812,KOSPI,KBH812네이버콜
514,58H813,KOSPI,KBH813POSCO홀콜
515,58H814,KOSPI,KBH814POSCO홀콜
516,58H815,KOSPI,KBH815POSCO홀풋
517,58H816,KOSPI,KBH816SK콜
518,58H817,KOSPI,KBH817SK콜
519,58H818,KOSPI,KBH818SK풋
520,58H819,KOSPI,KBH819SK바이오콜
521,58H820,KOSPI,KBH820SK스퀘어콜
522,58H821,KOSPI,KBH821SK아이이콜
523,58H822,KOSPI,KBH822SK이노콜
524,58H823,KOSPI,KBH823SK이노풋
525,58H824,KOSPI,KBH824SK텔레콤콜
526,58H825,KOSPI,KBH825SK텔레콤콜
527,58H826,KOSPI,KBH826SK텔레콤풋
528,58H827,KOSPI,KBH827SK하이닉콜
529,58H828,KOSPI,KBH828SK하이닉콜
530,58H829,KOSPI,KBH829SK하이닉풋
531,58H830,KOSPI,KBH830S-OIL콜
532,58H831,KOSPI,KBH831S-OIL콜
533,58H832,KOSPI,KBH832S-OIL풋
534,58H833,KOSPI,KBH833기아콜
535,58H834,KOSPI,KBH834기아콜
536,58H835,KOSPI,KBH835기아풋
537,58H836,KOSPI,KBH836두산에너콜
538,58H837,KOSPI,KBH837두산에너풋
539,58H839,KOSPI,KBH839삼성SDI콜
540,58H840,KOSPI,KBH840삼성SDI풋
541,58H841,KOSPI,KBH841삼성바이콜
542,58H842,KOSPI,KBH842삼성바이콜
543,58H843,KOSPI,KBH843삼성바이풋
544,58H844,KOSPI,KBH844삼성엔지콜
545,58H846,KOSPI,KBH846삼성전기콜
546,58H847,KOSPI,KBH847삼성전기풋
547,58H848,KOSPI,KBH848삼성전자콜
548,58H849,KOSPI,KBH849삼성전자콜
549,58H850,KOSPI,KBH850삼성전자콜
550,58H851,KOSPI,KBH851삼성전자콜
551,58H852,KOSPI,KBH852삼성전자풋
552,58H853,KOSPI,KBH853셀트리온콜
553,58H854,KOSPI,KBH854셀트리온콜
554,58H855,KOSPI,KBH855셀트리온풋
555,58H856,KOSPI,KBH856셀트제약콜
556,58H857,KOSPI,KBH857셀트헬스콜
557,58H858,KOSPI,KBH858셀트헬스풋
558,58H859,KOSPI,KBH859신한지주콜
559,58H860,KOSPI,KBH860신한지주콜
560,58H861,KOSPI,KBH861신한지주풋
561,58H863,KOSPI,KBH863아모레풋
562,58H864,KOSPI,KBH864NC소프트콜
563,58H866,KOSPI,KBH866NC소프트풋
564,58H867,KOSPI,KBH867우리금융콜
565,58H868,KOSPI,KBH868우리금융콜
566,58H869,KOSPI,KBH869우리금융풋
567,58H870,KOSPI,KBH870카카오콜
568,58H871,KOSPI,KBH871카카오풋
569,58H872,KOSPI,KBH872카카오게콜
570,58H873,KOSPI,KBH873카카뱅크콜
571,58H874,KOSPI,KBH874카카페이콜
572,58H875,KOSPI,KBH875크래프톤콜
573,58H876,KOSPI,KBH876포스코케콜
574,58H877,KOSPI,KBH877하나금융콜
575,58H878,KOSPI,KBH878하나금융콜
576,58H879,KOSPI,KBH879하나금융풋
577,58H880,KOSPI,KBH880하이브콜
578,58H881,KOSPI,KBH881하이브콜
579,58H882,KOSPI,KBH882한국전력콜
580,58H883,KOSPI,KBH883한국전력풋
581,58H884,KOSPI,KBH884한전기술콜
582,58H885,KOSPI,KBH885한전기술콜
